purchase_id,user_id,purchase_date,revenue,channel_last_touch
1204,677.0,2024-04-03,237.7,Organic Search
1205,375.0,invalid,297.49,facebook ads
1206,7534.0,2024-01-23,167.9,Google Search
1207,6333.0,2024-03-28,289.2,Email
1208,488.0,2024-04-17,31.93,Referral
1209,1133.0,2024-01-16,"116,05",Direct
1210,7334.0,2024-01-26,75.36,Email
1211,4045.0,16/03/2024,66.79,Facebook Ads
1212,1241.0,,50.83,Referral
1213,6697.0,2024-04-04,190.5,Instagram Ads
1214,4306.0,2024-01-28,"236,58",
1215,873.0,2024-01-09,177.71,Email
1216,6457.0,2024-01-07,52.62,Direct
1217,4619.0,25/04/2024,245.23,Instagram Ads
1218,,2024-03-22,194.43,Google Display
1219,4828.0,2024-02-05,122.57,Email
1220,2570.0,2024-02-19,205.5,TikTok Ads
1221,7058.0,invalid,85.37,Facebook Ads
1222,6583.0,2024-04-20,110.11,Facebook Ads
1223,5477.0,2024-03-03,276.07,Google Display
1224,3711.0,2024-04-23,94.25,Referral
1225,5251.0,2024-01-02,"146,3",Instagram Ads
1226,7316.0,2024-02-20,268.14,Organic Search
1227,4808.0,2024-02-16,215.24,Organic Search
1228,8376.0,2024-03-20,28.04,Google Search
1229,801.0,2024-04-03,,Google Search
1230,5796.0,2024-02-05,12.27,Direct
1231,6545.0,2024-04-21,192.97,Google Display
1232,4037.0,11/04/2024,139.83,Email
1233,5149.0,11/03/2024,48.94,Instagram Ads
1234,2701.0,2024-02-21,287.8,
1235,5916.0,2024-03-19,163.6,Gogle Search
1236,8543.0,2024-01-22,80.15,TikTok Ads
1237,5114.0,2024-02-04,155.18,Facebook Ads
1238,7980.0,2024-04-01,207.09,Email
1239,5801.0,2024-04-01,32.11,Organic Search
1240,4301.0,2024-03-09,89.66,Referral
1241,4452.0,,244.02,Google Search
1242,4094.0,2024-02-12,143.3,TikTok Ads
1243,5934.0,,168.51,Organic Search
1244,1992.0,2024-04-02,,instagram ads
1245,3849.0,2024-02-05,22.73,
1246,341.0,2024-04-09,58.07,TikTok Ads
1247,2080.0,2024-02-12,139.21,Facebook Ads
1248,4694.0,invalid,70.66,TikTok Ads
1249,2161.0,2024-04-10,24.49,TikTok Ads
1250,5840.0,,254.66,Referral
1251,97.0,2024-03-07,294.55,ORGANIC_SEARCH
1252,1406.0,2024-01-15,240.01,Facebok Ads
1253,7561.0,2024-02-13,,ORGANIC_SEARCH
1254,2466.0,2024-01-20,80.17,Referral
1255,6788.0,15/04/2024,288.58,Referral
1256,597.0,2024-01-10,67.11,Google Search
1257,1439.0,2024-03-05,285.91,Organic Search
1258,4377.0,2024-04-23,298.5,google-Search
1259,3628.0,2024-01-02,216.4,Direct
1260,5299.0,2024-01-19,294.53,Google Search
1261,6180.0,2024-01-04,-175.17,Email
1262,4407.0,2024-03-24,85.27,Direct
1263,3007.0,invalid,136.73,Direct
1264,6903.0,2024-03-04,182.13,Instagram Ads
1265,3254.0,2024-04-11,31.19,Facebook Ads
1266,2617.0,2024-03-10,190.48,Google Search
1267,2725.0,2024-03-14,294.54,Referral
1268,4084.0,2024-01-13,"65,13",fb_ads
1269,3782.0,2024-04-05,239.85,Facebook Ads
1270,7234.0,2024-02-13,273.29,Direct
1271,4058.0,2024-02-21,283.67,Instagram Ads
1272,3749.0,2024-03-20,288.44,organic search
1273,3798.0,2024-01-10,"161,22",Facebook Ads
1274,5919.0,,293.42,Facebook Ads
1275,8545.0,2024-01-12,229.62,Facebook Ads
1276,8509.0,2024-02-03,,Email
1277,7231.0,2024-02-02,148.3,Google Search
1278,143.0,12/04/2024,218.32,Direct
1279,7499.0,2024-02-21,81.73,Google Search
1280,6800.0,2024-02-26,"195,78",TikTok Ads
1281,927.0,2024-02-29,203.31,referral
1282,6822.0,2024-01-31,57.18,Referral
1283,856.0,invalid,173.87,Instagram Ads
1284,795.0,2024-01-15,233.77,Google Display
1285,5941.0,2024-02-27,-154.68,Email
1286,5284.0,2024-03-29,13.51,Facebook Ads
1287,1841.0,2024-04-17,12.62,
1288,5759.0,2024-01-31,113.54,TikTok Ads
1289,1261.0,2024-03-17,"278,6",google-Search
1290,7812.0,2024-01-25,76.32,Instagram Ads
1291,4962.0,2024-04-17,193.97,Email
1292,3414.0,invalid,74.4,Referral
1293,4404.0,2024-04-21,103.28,Google Search
1294,3911.0,2024-02-09,,Facebook Ads
1295,5858.0,2024-04-15,221.37,TikTok Ads
1296,1922.0,2024-01-01,37.67,Organic Search
1297,3350.0,2024-02-05,134.32,google-Search
1298,7375.0,2024-04-27,18.46,instagram ads
1299,58.0,invalid,149.46,Organic Search
1300,2132.0,2024-04-24,202.11,Instagram Ads
1301,6517.0,2024-01-20,44.37,TikTok Ads
1302,4047.0,2024-03-26,93.78,Facebook Ads
1303,156.0,2024-04-24,,Referral
1304,4459.0,,276.66,Google Search
1305,8131.0,2024-02-10,298.04,Facebook Ads
1306,3714.0,2024-04-27,23.02,Google Display
1307,5677.0,2024-01-04,230.69,Instagram Ads
1308,5041.0,2024-03-24,117.8,DIRECT
1309,726.0,2024-04-19,123.81,
1310,5536.0,08/01/2024,-228.74,TikTok Ads
1311,2030.0,2024-03-30,276.34,TikTok Ads
1312,1208.0,2024-02-19,,DIRECT
1313,4345.0,10/04/2024,177.37,Referral
1314,4801.0,2024-02-28,113.57,Referral
1315,1991.0,,238.39,Google Search
1316,5667.0,,82.79,email
1317,6824.0,2024-01-15,173.58,Facebook Ads
1318,243.0,2024-04-05,113.99,Direct
1319,6786.0,2024-01-22,200.42,Direct
1320,6502.0,2024-01-21,79.72,Referral
1321,7057.0,2024-01-25,65.56,EMAIL
1322,2645.0,2024-04-10,276.29,Direct
1323,5777.0,2024-04-25,39.52,Organic Search
1324,3675.0,2024-03-03,156.73,Direct
1325,5436.0,2024-01-22,74.05,Facebok Ads
1326,1583.0,2024-03-14,-21.29,Instagram Ads
1327,7400.0,2024-04-18,20.45,Referral
1328,5768.0,2024-03-30,60.81,Direct
1329,3531.0,2024-04-03,,Referral
1330,6246.0,2024-02-05,91.92,Referral
1331,6933.0,05/03/2024,285.63,Google Display
1332,7079.0,2024-02-28,178.67,facebook ads
1333,5738.0,11/02/2024,,Referral
1334,3683.0,2024-03-29,,Instagram Ads
1335,426.0,01/02/2024,"159,84",Google Display
1336,6360.0,02/01/2024,230.05,Instagram Ads
1337,3758.0,,91.92,Referral
1338,1147.0,2024-03-13,112.38,Referral
1339,2353.0,2024-02-10,269.29,Email
1340,3640.0,2024-03-22,284.47,fb_ads
1341,2765.0,2024-03-25,268.84,Google Display
1342,6579.0,2024-03-03,131.64,Email
1343,5727.0,2024-01-11,236.31,Direct
1344,4673.0,15/04/2024,148.14,Direct
1345,5292.0,2024-01-11,154.29,Instgram Ads
1346,5051.0,13/03/2024,69.36,Instagram Ads
1347,4667.0,2024-02-15,181.43,Referral
1348,1967.0,2024-03-07,63.98,Google Display
1349,5972.0,2024-01-13,106.15,email
1350,5944.0,2024-02-29,257.96,Referral
1351,1590.0,2024-02-19,"70,05",TicTok Ads
1352,6609.0,2024-02-20,30.64,Email
1353,1412.0,2024-01-27,30.01,Googel Display
1354,6147.0,2024-02-17,282.83,Google Display
1355,5244.0,2024-03-05,157.01,Google Search
1356,276.0,2024-02-24,128.73,Organic Search
1357,8184.0,14/04/2024,245.15,Direct
1358,1720.0,2024-02-11,252.39,Direct
1359,310.0,2024-01-29,106.34,Organic Search
1360,2614.0,2024-02-05,211.15,Instagram Ads
1361,5465.0,2024-04-04,233.63,Facebook Ads
1362,7406.0,2024-03-22,199.85,Referral
1363,1949.0,2024-03-26,-53.96,Google Search
1364,828.0,2024-01-12,264.01,Instagram Ads
1365,6627.0,2024-01-18,166.34,Instagram Ads
1366,6613.0,,91.92,TikTok Ads
1367,6894.0,2024-01-21,133.32,Direct
1368,6312.0,2024-01-14,20.9,Facebook Ads
1369,2686.0,2024-01-03,47.08,referral
1370,5547.0,2024-01-28,,Facebook Ads
1371,5662.0,2024-02-26,10.0,Email
1372,1083.0,2024-01-03,130.8,Google Search
1373,3433.0,2024-01-05,161.53,FB Ads
1374,1211.0,2024-03-13,25.84,Instagram Ads
1375,3901.0,2024-02-12,,Instgram Ads
1376,5347.0,24/04/2024,75.58,Google Search
1377,1450.0,2024-03-23,98.22,Referral
1378,,2024-02-13,98.14,referral
1379,743.0,2024-03-26,76.82,email
1380,6811.0,2024-01-06,10.43,Referral
1381,2443.0,,,Google Search
1382,145.0,2024-03-25,290.39,Email
1383,4192.0,2024-04-11,75.05,Referral
1384,6487.0,2024-04-19,202.28,Facebook Ads
1385,1759.0,2024-03-03,225.15,TikTok Ads
1386,6627.0,,256.04,Facebook Ads
1387,774.0,2024-03-22,132.56,Google Display
1388,2160.0,2024-01-16,-97.85,Direct
1389,4562.0,2024-03-15,104.34,Organic Search
1390,1529.0,06/02/2024,216.66,TikTok Ads
1391,4429.0,2024-01-11,246.87,Google Search
1392,7381.0,2024-02-29,62.67,Referral
1393,5735.0,2024-01-20,117.57,Google Display
1394,6604.0,2024-04-09,271.56,google search
1395,2457.0,2024-04-01,-243.94,Instagram Ads
1396,4044.0,2024-02-20,295.61,Google Search
1397,5648.0,2024-01-25,228.73,
1398,8201.0,2024-04-27,124.03,instagram ads
1399,2630.0,invalid,181.28,Instagram Ads
1400,1515.0,2024-04-03,201.69,Google Search
1401,4092.0,2024-03-11,32.75,Facebook Ads
1402,6936.0,2024-03-08,167.9,TikTok Ads
1403,5093.0,2024-01-26,215.7,TikTok Ads
1404,4659.0,2024-02-16,58.52,Email
1405,2401.0,2024-03-10,,Organic Search
1406,372.0,2024-04-03,179.29,Googel Display
1407,1919.0,2024-03-04,286.14,Google Search
1408,4745.0,2024-04-10,,Organic Search
1409,4699.0,2024-01-07,86.94,Instagram Ads
1410,1849.0,2024-03-01,"184,45",TikTok Ads
1411,743.0,2024-01-17,-96.0,Referral
1412,6140.0,2024-03-09,217.18,Direct
1413,4989.0,2024-01-10,230.11,Organic Search
1414,5166.0,2024-02-11,39.73,Direct
1415,3988.0,2024-04-03,159.02,Direct
1416,6469.0,2024-04-21,157.58,Google Search
1417,6774.0,2024-02-03,"117,09",Direct
1418,3686.0,2024-02-28,280.55,Facebook Ads
1419,5141.0,2024-03-26,249.98,Organic Search
1420,4320.0,2024-04-25,212.19,TikTok Ads
1421,2859.0,2024-04-22,217.15,Instagram Ads
1422,1260.0,2024-04-19,143.9,Facebook Ads
1423,899.0,2024-02-16,277.09,
1424,1671.0,2024-03-07,211.43,Google Search
1425,2642.0,2024-01-07,221.4,Google Search
1426,5187.0,2024-03-09,259.89,tik_tok_ads
1427,7874.0,invalid,-89.48,Facebook Ads
1428,6441.0,,244.05,Referral
1429,2651.0,2024-02-19,66.62,Email
1430,1076.0,2024-03-07,110.15,Direct
1431,946.0,2024-04-18,107.33,Organic Search
1432,,2024-04-09,293.77,Instagram Ads
1433,2141.0,2024-01-20,258.4,Organic Search
1434,6207.0,2024-01-04,,TikTok Ads
1435,7294.0,2024-01-30,220.85,Google Search
1436,6866.0,2024-03-28,173.0,Email
1437,3132.0,2024-01-31,284.66,
1438,1573.0,13/03/2024,153.92,google display
1439,7811.0,2024-03-20,120.35,Organic Search
1440,6584.0,invalid,,Email
1441,2568.0,2024-03-14,238.0,Google Display
1442,,2024-04-21,222.99,Google Search
1443,493.0,2024-01-01,"121,46",Referral
1444,6375.0,2024-01-08,17.31,Organic Search
1445,1071.0,invalid,253.31,Email
1446,5670.0,2024-03-03,13.31,Organic Search
1447,3495.0,2024-01-25,214.07,Facebook Ads
1448,1990.0,2024-02-20,,
1449,4596.0,2024-01-31,136.92,direct
1450,594.0,2024-04-16,78.14,Email
1451,3801.0,2024-04-09,214.41,google display
1452,3157.0,2024-02-23,246.97,
1453,2566.0,2024-04-03,168.46,Organic Search
1454,4401.0,2024-04-26,"290,44",EMAIL
1455,6697.0,2024-02-13,24.98,Instagram Ads
1456,1356.0,2024-02-20,"156,39",Google  Search
1457,2296.0,2024-02-04,218.35,Direct
1458,188.0,2024-01-17,260.17,Facebook Ads
1459,2926.0,2024-01-20,61.98,Email
1460,6102.0,2024-03-08,242.0,TikTok Ads
1461,1069.0,2024-04-02,170.29,Organic Search
1462,340.0,2024-01-12,125.0,Facebook Ads
1463,3762.0,2024-01-06,48.2,Direct
1464,1655.0,2024-02-14,260.94,Referral
1465,7418.0,2024-02-03,55.61,
1466,4926.0,2024-04-21,99.84,email
1467,1536.0,2024-03-14,94.11,Instagram Ads
1468,1192.0,2024-01-04,262.71,TicTok Ads
1469,1800.0,2024-01-05,205.08,EMAIL
1470,6446.0,2024-04-28,241.04,Gogle Search
1471,7316.0,2024-03-17,82.64,Email
1472,5267.0,2024-01-11,191.21,Email
1473,7422.0,2024-04-21,175.81,Google Search
1474,1294.0,2024-03-29,251.52,referral
1475,4373.0,2024-02-20,272.77,Referral
1476,298.0,10/03/2024,13.53,TikTok Ads
1477,6471.0,2024-04-25,,
1478,6518.0,2024-03-25,25.03,Email
1479,919.0,2024-01-05,169.17,Organic  Search
1480,4482.0,2024-04-09,93.41,Facebook Ads
1481,4995.0,2024-01-17,"98,97",Instagram Ads
1482,2859.0,2024-02-27,112.36,Organic Search
1483,641.0,invalid,190.17,instagram ads
1484,1259.0,2024-02-10,,EMAIL
1485,8384.0,2024-04-09,,TikTok Ads
1486,,2024-01-28,127.31,Google Display
1487,3717.0,2024-03-26,29.82,Google Search
1488,6994.0,2024-02-08,,Organic Search
1489,247.0,2024-03-18,92.87,Google Search
1490,6193.0,invalid,135.5,Google Search
1491,3143.0,2024-01-30,"208,78",Organic Search
1492,7890.0,2024-01-26,106.41,tiktok ads
1493,4873.0,2024-04-21,,Direct
1494,3671.0,2024-03-15,118.44,Organic Search
1495,4165.0,2024-03-13,283.89,Referral
1496,6338.0,2024-03-17,196.1,Google Search
1497,6895.0,2024-03-17,,Google Search
1498,2784.0,2024-04-26,193.36,Googel Display
1499,125.0,2024-04-15,67.71,Email
1500,4424.0,2024-02-28,131.32,TikTok Ads
1501,3061.0,2024-03-31,,Referral
1502,3409.0,2024-02-17,39.4,Direct
1503,,2024-01-20,90.58,Referral
1504,6214.0,2024-03-21,90.13,Direct 
1505,5993.0,2024-04-10,-135.29,Google Display
1506,4379.0,2024-01-22,294.31,Google Search
1507,7819.0,2024-03-20,29.58,GOOGLE DISPLAY
1508,6489.0,2024-01-19,160.42,TikTok Ads
1509,6820.0,2024-01-30,-62.02,Referral
1510,2067.0,2024-03-27,291.5,Google  Display
1511,6575.0,2024-02-11,42.86,Facebook Ads
1512,8350.0,23/01/2024,127.04,Facebook Ads
1513,1219.0,2024-04-26,223.99,Facebook Ads
1514,4726.0,2024-01-28,214.32,instagram ads
1515,1776.0,2024-01-24,132.59,Organic Search
1516,5845.0,2024-02-15,110.49,Direct
1517,6466.0,2024-02-13,125.31,Google Display
1518,6844.0,,"86,64",eMail
1519,,2024-02-20,69.55,Organic Search
1520,2427.0,invalid,150.08,facebook ads
1521,1107.0,2024-01-14,87.87,tiktok ads
1522,109.0,2024-03-18,93.36,Google Display
1523,7481.0,2024-01-20,200.46,
1524,8176.0,11/02/2024,290.88,direct
1525,5268.0,2024-03-29,185.05,Email
1526,2953.0,2024-02-08,32.32,Direct
1527,1103.0,2024-02-15,31.92,Instagram Ads
1528,6293.0,invalid,285.91,google display
1529,908.0,2024-01-21,"96,21",Organic Search
1530,3052.0,2024-01-24,36.7,TikTok Ads
1531,872.0,2024-03-16,183.72,Email
1532,4366.0,2024-02-08,190.86,direct
1533,1745.0,2024-02-07,198.07,Referral
1534,5772.0,2024-02-20,87.55,organic search
1535,1367.0,2024-02-04,14.38,Direct
1536,8056.0,2024-03-07,-289.85,Organic Search
1537,3871.0,2024-04-16,,Facebook Ads
1538,6473.0,2024-03-24,"206,05",fb_ads
1539,3744.0,2024-01-07,214.92,
1540,1384.0,2024-01-24,186.9,Direct
1541,7051.0,2024-01-19,100.74,Referral
1542,8057.0,2024-03-19,88.62,Email
1543,1354.0,2024-04-11,183.32,Email
1544,861.0,2024-01-14,261.17,Organic Search
1545,2535.0,2024-03-04,284.55,Facebook Ads
1546,,2024-04-18,40.71,Facebook Ads
1547,234.0,07/01/2024,54.9,Email
1548,7096.0,2024-04-03,283.97,Direct
1549,5621.0,27/03/2024,223.6,Google Search
1550,5070.0,invalid,266.07,Referral
1551,2374.0,2024-03-29,68.76,Organic Search
1552,6667.0,invalid,180.4,Referral
1553,8487.0,2024-01-26,213.33,Google Display
1554,1099.0,2024-02-10,207.23,Referral
1555,1681.0,2024-01-01,128.36,Facebook Ads
1556,8280.0,2024-04-12,14.46,Google Display
1557,8030.0,2024-03-27,179.05,Organic Search
1558,6294.0,2024-03-27,83.4,TikTok Ads
1559,856.0,,140.57,Direct
1560,3865.0,2024-04-17,287.7,Organic Search
1561,1738.0,2024-01-09,125.72,Googel Display
1562,1573.0,2024-01-03,,Facebook Ads
1563,6550.0,2024-02-19,64.68,Google Search
1564,1709.0,2024-02-21,205.01,GOOGLE SEARCH
1565,4439.0,2024-02-14,293.33,Google Search
1566,7383.0,2024-02-11,39.55,Email
1567,6054.0,2024-01-26,12.41,Email
1568,4676.0,invalid,135.74,Google Display
1569,7319.0,2024-01-21,36.86,Referral
1570,7988.0,2024-02-08,227.03,Referral
1571,7601.0,2024-03-08,275.22,Facebook Ads
1572,307.0,2024-03-02,135.87,Email
1573,4943.0,2024-03-13,85.03,Referral
1574,928.0,2024-01-14,135.98,Direct
1575,4521.0,2024-01-31,219.8,Google Search
1576,442.0,2024-02-26,12.63,Facebook Ads
1577,3448.0,,,TikTok Ads
1578,,2024-04-23,187.85,Referral
1579,5550.0,2024-02-09,194.93,Email
1580,3162.0,2024-02-03,80.19,Direct
1581,3858.0,2024-01-13,217.08,Google Search
1582,3454.0,invalid,36.5,Facebook Ads
1583,1394.0,2024-03-03,67.79,Instagram Ads
1584,986.0,,264.47,Google Search
1585,4013.0,2024-03-10,224.23,Organic Search
1586,2090.0,2024-02-18,13.99,GOOGLE SEARCH
1587,7009.0,2024-01-13,82.03,Direct
1588,6842.0,2024-03-02,72.18,Referral
1589,3613.0,,88.53,tiktok ads
1590,7986.0,2024-02-24,81.79,Email
1591,3156.0,22/04/2024,28.13,insta_Ads
1592,1353.0,2024-04-16,143.09,
1593,6031.0,2024-02-02,222.49,EMAIL
1594,5303.0,2024-03-02,185.95,Instagram Ads
1595,2751.0,2024-02-12,205.13,fb_ads
1596,6530.0,2024-02-02,,Google Display
1597,2435.0,2024-01-09,,Facebook Ads
1598,1752.0,2024-01-05,253.16,Direct
1599,6803.0,2024-03-09,243.48,tiktok ads
1600,7060.0,2024-01-20,248.67,Email
1601,6646.0,2024-04-11,280.49,email
1602,7257.0,2024-02-15,,Organic Search
1603,6959.0,2024-01-13,68.08,Facebook Ads
1604,3183.0,2024-02-01,188.87,Facebook Ads
1605,3015.0,2024-04-14,225.44,Google Search
1606,5036.0,04/04/2024,,Organic  Search
1607,8344.0,2024-01-11,161.22,Email
1608,1421.0,2024-03-20,29.85,Referral
1609,5866.0,2024-04-07,"117,62",Googel Search
1610,7302.0,2024-03-08,277.02,Facebook Ads
1611,338.0,2024-02-15,"179,49",FB Ads
1612,3925.0,2024-02-03,166.12,Organic Search
1613,1443.0,2024-03-31,,Instagram Ads
1614,502.0,2024-01-30,116.85,Facebook Ads
1615,7428.0,2024-01-13,269.65,Google  Display
1616,2244.0,2024-03-08,203.27,Facebook Ads
1617,5347.0,19/02/2024,238.34,Google Search
1618,6481.0,2024-02-19,,Direct
1619,7254.0,2024-02-19,192.77,Direct
1620,3784.0,2024-01-29,82.03,Google Search
1621,4917.0,2024-04-01,,Google Search
1622,1923.0,2024-01-29,134.0,Direct
1623,1106.0,2024-04-20,138.34,Facebok Ads
1624,1593.0,2024-04-13,198.3,Facebook Ads
1625,2822.0,30/01/2024,281.52,Google Search
1626,3388.0,2024-01-20,28.56,Direct
1627,2455.0,2024-01-29,249.18,Referral
1628,75.0,2024-02-12,"94,79",Referral
1629,3369.0,09/02/2024,138.74,Referral
1630,4750.0,2024-03-23,16.35,Referral
1631,7836.0,2024-02-13,97.3,Referral
1632,4765.0,2024-01-15,155.76,Google Display
1633,2324.0,2024-04-17,26.29,Instagram Ads
1634,1098.0,2024-02-03,,Instagram Ads
1635,1630.0,invalid,278.86,Instagram Ads
1636,5683.0,2024-02-24,-40.56,Facebook Ads
1637,5287.0,2024-04-15,"231,69",Facebook Ads
1638,4313.0,2024-02-16,128.8,Google Display
1639,4848.0,,,Google Search
1640,4064.0,2024-03-24,,google-Search
1641,6554.0,2024-04-28,56.25,TikTok Ads
1642,5420.0,2024-04-20,56.53,Direct 
1643,3248.0,2024-03-23,30.44,Facebook Ads
1644,7347.0,2024-01-03,,EMAIL
1645,6472.0,2024-04-05,,Google Search
1646,3045.0,2024-03-12,265.69,Organic Search
1647,3825.0,2024-01-29,246.1,Instagram Ads
1648,3947.0,2024-02-20,208.69,
1649,4209.0,2024-04-22,42.03,Google Search
1650,4743.0,2024-03-28,93.86,Instagram Ads
1651,3252.0,2024-04-23,,Google Display
1652,8451.0,2024-02-26,82.49,
1653,2224.0,2024-04-27,159.35,Referral
1654,7508.0,2024-03-31,165.31,
1655,6712.0,2024-01-26,113.5,email
1656,777.0,2024-02-09,112.6,Google Search
1657,7607.0,2024-03-20,250.28,
1658,7719.0,2024-04-27,238.89,facebook ads
1659,7696.0,2024-01-31,"99,26",Referral
1660,2294.0,2024-03-06,275.0,Instagram Ads
1661,5675.0,invalid,286.32,Instgram Ads
1662,1178.0,invalid,104.76,Google  Search
1663,3069.0,2024-04-06,112.78,Google Search
1664,4482.0,2024-02-26,-156.63,Facebok Ads
1665,1947.0,2024-03-31,282.93,Google Search
1666,23.0,2024-01-04,264.13,Organic Search
1667,,2024-03-15,39.74,Google Search
1668,3399.0,2024-01-23,123.89,Organic Search
1669,1826.0,2024-04-29,170.48,Facebok Ads
1670,7919.0,2024-01-16,"155,91",Facebook Ads
1671,1481.0,2024-03-27,66.22,Google Display
1672,1967.0,2024-04-27,259.06,Google Display
1673,3232.0,,206.31,Facebook Ads
1674,4987.0,2024-04-08,252.99,Direct
1675,,2024-02-13,259.04,Facebook Ads
1676,1411.0,2024-04-04,-227.02,referral
1677,5503.0,06/03/2024,137.37,Facebook Ads
1678,4520.0,2024-02-26,187.06,Google Search
1679,2874.0,2024-03-14,"56,51",TikTok Ads
1680,6494.0,2024-04-28,205.36,Instagram Ads
1681,4282.0,2024-03-30,61.98,Google Search
1682,8389.0,2024-02-15,211.25,Google Display
1683,340.0,2024-03-02,76.58,Referral
1684,6131.0,2024-03-21,44.09,Google Display
1685,1551.0,2024-02-26,"57,93",Instagram Ads
1686,4297.0,2024-04-28,-10.58,Email
1687,4899.0,2024-01-08,218.43,organic search
1688,8390.0,2024-02-07,222.4,
1689,2454.0,2024-01-08,159.33,Instagram Ads
1690,6372.0,2024-04-26,-56.8,Google  Search
1691,2486.0,2024-01-07,34.23,Google  Display
1692,2896.0,31/03/2024,,
1693,4257.0,2024-04-20,,Facebook Ads
1694,425.0,2024-01-12,268.35,Instagram Ads
1695,2805.0,2024-02-15,80.05,TikTok Ads
1696,3757.0,2024-02-03,112.74,Email
1697,2943.0,2024-02-20,40.55,Referral
1698,3628.0,2024-03-21,74.48,Email
1699,1024.0,2024-03-15,160.58,Email
1700,5617.0,2024-01-23,186.25,Google Search
1701,5976.0,2024-01-22,81.15,Referral
1702,5855.0,2024-03-04,26.74,Organic Search
1703,6914.0,2024-01-06,123.4,google-Search
1704,5223.0,2024-01-01,77.92,Direct 
1705,2400.0,2024-03-06,73.67,Email
1706,3773.0,2024-01-10,288.36,Google Display
1707,2057.0,2024-02-27,188.73,Direct
1708,3853.0,2024-02-11,171.49,Direct
1709,8209.0,2024-04-26,130.57,Google Display
1710,7565.0,2024-03-22,134.39,Referral
1711,2130.0,2024-03-04,166.86,Google Display
1712,7596.0,2024-01-05,211.96,Google  Display
1713,878.0,2024-02-07,213.62,email
1714,824.0,2024-03-03,59.79,TikTok Ads
1715,6588.0,2024-01-18,155.03,Facebook Ads
1716,1214.0,2024-01-04,129.47,Google Display
1717,7885.0,2024-02-12,262.45,Google Display
1718,4740.0,2024-02-16,193.11,Organic Search
1719,1841.0,09/01/2024,164.43,Google Display
1720,7979.0,2024-04-14,43.46,Instagram Ads
1721,7558.0,2024-02-10,185.63,TikTok Ads
1722,4481.0,2024-04-12,43.99,Google Display
1723,8239.0,2024-04-16,107.79,eMail
1724,3204.0,2024-04-05,51.42,Direct
1725,2855.0,2024-03-29,210.7,Referral
1726,5579.0,2024-03-25,69.81,Referral
1727,4309.0,2024-01-07,123.64,Google Search
1728,2793.0,2024-02-08,269.75,Google Search
1729,5001.0,2024-02-17,69.25,
1730,6392.0,2024-04-01,157.26,Instagram Ads
1731,3745.0,2024-03-02,131.59,TikTok Ads
1732,7829.0,2024-04-04,15.26,Google Display
1733,5138.0,2024-01-08,239.9,Email
1734,8381.0,invalid,30.02,Referral
1735,3545.0,2024-01-13,-147.53,email
1736,7800.0,23/04/2024,172.6,tiktok ads
1737,301.0,,192.24,Instagram Ads
1738,1593.0,2024-02-14,209.7,FB Ads
1739,4424.0,2024-04-17,-83.45,
1740,6179.0,13/04/2024,12.89,tiktok ads
1741,6722.0,08/03/2024,219.8,Direct
1742,6099.0,2024-01-18,165.34,Direct 
1743,7448.0,2024-03-29,252.47,REFERRAL
1744,7805.0,2024-03-23,248.2,Google Search
1745,477.0,2024-02-11,254.56,Google Display
1746,4942.0,2024-03-21,150.68,TikTok Ads
1747,1295.0,2024-01-01,106.75,Email
1748,8376.0,invalid,239.55,Facebook Ads
1749,4500.0,01/01/2024,"140,88",Instagram Ads
1750,953.0,2024-03-21,63.2,REFERRAL
1751,7714.0,2024-04-14,257.94,Google Search
1752,1082.0,2024-04-03,265.94,Referral
1753,4695.0,2024-03-25,145.23,Referral
1754,407.0,2024-04-24,31.95,referal
1755,7394.0,08/03/2024,122.47,organic search
1756,8176.0,2024-02-15,243.03,referal
1757,4471.0,2024-02-19,271.51,Google Search
1758,4444.0,05/01/2024,69.01,Referral
1759,6225.0,2024-03-03,29.42,Direct
1760,6933.0,2024-04-16,264.43,tik_tok_ads
1761,6087.0,2024-02-03,"122,93",Instagram Ads
1762,3226.0,2024-03-10,"167,11",Organic Search
1763,609.0,2024-02-25,290.74,Email
1764,,2024-01-14,29.3,ORGANIC_SEARCH
1765,1091.0,2024-03-09,"198,01",Email
1766,7661.0,2024-01-15,31.49,Google Search
1767,8057.0,,118.89,Facebook Ads
1768,1174.0,21/02/2024,243.11,TikTok Ads
1769,4731.0,invalid,135.71,Googel Display
1770,5728.0,2024-04-08,,Referral
1771,510.0,2024-03-04,172.13,Email
1772,1539.0,2024-04-07,"103,14",Instagram Ads
1773,4442.0,2024-01-21,73.83,tiktok ads
1774,1170.0,2024-04-21,111.65,email
1775,5786.0,2024-01-18,118.03,TikTok Ads
1776,814.0,2024-02-14,,
1777,4837.0,2024-04-20,117.18,Google Search
1778,4531.0,2024-04-16,144.63,TikTok Ads
1779,3313.0,2024-02-02,,Organic Search
1780,8312.0,2024-04-13,-200.45,Google  Display
1781,2148.0,2024-04-11,,Direct
1782,6099.0,2024-01-30,12.43,Google Display
1783,6156.0,2024-03-01,"73,12",Organic Search
1784,7862.0,invalid,201.89,Facebook Ads
1785,471.0,2024-01-08,"150,36",TikTok Ads
1786,101.0,2024-01-30,11.54,Instagram Ads
1787,1804.0,2024-01-31,243.3,
1788,6146.0,2024-03-12,-234.11,Organic Search
1789,6198.0,invalid,169.04,referal
1790,5812.0,2024-01-22,29.27,Google Display
1791,37.0,2024-01-20,232.29,Organic Search
