user_id,acquisition_date,acquisition_channel,acquisition_campaign
4171,28/12/2023,Google Display,40.0
4172,2024-04-27,Facebook Ads,6.0
4173,2023-12-20,Email,31.0
4174,2024-02-12,Organic Search,12.0
4175,2023-12-14,Google Display,30.0
4176,2024-01-25,tiktok ads,27.0
4177,2024-04-07,Google Display,53.0
4178,2024-03-23,Facebook Ads,38.0
4179,2024-04-27,referal,39.0
4180,invalid,Direct,35.0
4181,2024-03-24,Google Display,49.0
4182,2024-02-06,Referral,32.0
4183,2023-12-13,Facebook Ads,13.0
4184,2024-02-21,Facebook Ads,44.0
4185,2024-03-07,Google Display,54.0
4186,2023-12-11,referal,33.0
4187,2023-12-28,Google Search,32.0
4188,2024-03-18,GOOGLE DISPLAY,16.0
4189,2023-12-31,TicTok Ads,39.0
4190,2024-02-25,Email,4.0
4191,2024-03-16,referral,12.0
4192,2024-02-26,Instagram Ads,47.0
4193,2024-03-29,Direct,39.0
4194,2023-12-14,TikTok Ads,27.0
4195,2023-12-19,Instagram Ads,33.0
4196,2024-03-23,tik_tok_ads,8.0
4197,06/01/2024,Direct,43.0
4198,invalid,Referral,22.0
4199,2024-02-08,Facebook Ads,9.0
4200,2024-04-07,Organic Search,47.0
4201,2024-03-17,TikTok Ads,52.0
4202,2023-12-30,Google Search,32.0
4203,,Referral,45.0
4204,2024-01-10,Facebook Ads,48.0
4205,2024-03-14,Organic Search,4.0
4206,2024-03-18,Facebook Ads,48.0
4207,2023-12-10,Referral,31.0
4208,2024-02-22,Email,41.0
4209,2023-12-25,DIRECT,41.0
4210,2024-04-03,Direct,10.0
4211,2024-01-30,Google Display,6.0
4212,2024-02-14,Email,12.0
4213,2024-03-03,Instagram Ads,10.0
4214,2024-01-12,Direct,50.0
4215,2024-04-07,Referral,26.0
4216,2024-01-20,Referral,12.0
4217,2024-04-07,Google Display,52.0
4218,2024-02-15,GOOGLE DISPLAY,26.0
4219,2024-03-23,Facebook Ads,11.0
4220,2024-02-03,Google Display,3.0
4221,2024-04-22,Email,24.0
4222,2024-01-24,,8.0
4223,2023-12-29,Facebook Ads,22.0
4224,2024-04-06,referral,25.0
4225,2024-01-30,Facebook Ads,7.0
4226,,Google  Search,22.0
4227,2024-01-15,Google Search,31.0
4228,2024-04-10,Facebook Ads,29.0
4229,2024-04-11,Instagram Ads,5.0
4230,2023-12-24,TikTok Ads,34.0
4231,2024-03-12,Referral,27.0
4232,2024-02-29,,50.0
4233,2024-03-24,Organic Search,15.0
4234,2024-03-01,organic search,41.0
4235,11/12/2023,TikTok Ads,21.0
4236,2024-02-13,Direct,5.0
4237,2024-01-25,Facebook Ads,30.0
4238,2024-04-23,Google Search,39.0
4239,2024-01-11,Direct,28.0
4240,2024-02-01,Googel Display,42.0
4241,2024-04-02,Instagram Ads,34.0
4242,2024-04-06,Referral,32.0
4243,2024-03-19,Google Search,38.0
4244,2024-03-11,,26.0
4245,2024-02-07,Google  Display,5.0
4246,2024-02-28,Direct,6.0
4247,2024-04-24,Email,32.0
4248,2023-12-02,Google Display,11.0
4249,2024-03-19,Google Search,11.0
4250,2024-02-03,Referral,15.0
4251,28/01/2024,TikTok Ads,26.0
4252,invalid,Organic Search,30.0
4253,2024-03-17,Email,31.0
4254,2024-02-25,Instagram Ads,17.0
4255,2024-03-17,organic search,37.0
4256,2024-03-05,insta_Ads,36.0
4257,2024-04-29,fb_ads,5.0
4258,2024-04-12,Organic Search,22.0
4259,2024-04-21,Email,7.0
4260,2024-03-21,Organic Search,49.0
4261,2024-04-20,Instagram Ads,20.0
4262,2023-12-12,Organic Search,43.0
4263,2024-03-22,referral,23.0
4264,2024-03-04,Email,39.0
4265,2024-03-10,Email,37.0
4266,2024-03-16,Organic Search,29.0
4267,2024-04-25,Google Display,32.0
4268,03/04/2024,organic search,3.0
4269,2023-12-25,Organic Search,22.0
4270,2024-02-23,referal,53.0
4271,2024-02-12,Direct,35.0
4272,invalid,Instagram Ads,9.0
4273,2024-03-09,DIRECT,5.0
4274,2024-01-07,TikTok Ads,4.0
4275,2024-04-12,Google Display,6.0
4276,invalid,Direct,26.0
4277,2024-04-24,Facebook Ads,23.0
4278,2024-04-17,Google Display,44.0
4279,2023-12-13,Facebook Ads,15.0
4280,2024-01-16,TikTok Ads,21.0
4281,,FB Ads,43.0
4282,2024-01-12,TikTok Ads,6.0
4283,2024-02-18,insta_Ads,28.0
4284,2024-01-23,facebook ads,5.0
4285,2024-03-09,Referral,19.0
4286,2024-03-11,TikTok Ads,24.0
4287,2023-12-25,TikTok Ads,6.0
4288,2023-12-13,Email,37.0
4289,2023-12-10,fb_ads,49.0
4290,2024-04-25,Referral,21.0
4291,2024-03-23,Organic Search,11.0
4292,2024-03-03,Google Search,26.0
4293,2024-03-29,google-Search,25.0
4294,2023-12-28,Direct,47.0
4295,2024-01-31,Organic  Search,40.0
4296,2024-03-03,,38.0
4297,2024-02-19,facebook ads,40.0
4298,2024-03-20,GOOGLE SEARCH,0.0
4299,2024-02-22,Google Display,16.0
4300,invalid,tik_tok_ads,14.0
4301,2024-01-16,Google Display,36.0
4302,2023-12-25,Google Display,9.0
4303,invalid,Email,33.0
4304,2023-12-10,Instagram Ads,4.0
4305,2024-01-04,Facebook Ads,33.0
4306,,Organic Search,31.0
4307,2024-01-08,Direct,29.0
4308,2024-03-22,Referral,35.0
4309,25/04/2024,Direct,41.0
4310,2024-04-26,Google Search,25.0
4311,2023-12-31,Google Search,25.0
4312,2023-12-30,Direct,16.0
4313,2024-01-05,Email,25.0
4314,2024-01-28,Email,42.0
4315,2023-12-23,Google Search,4.0
4316,2024-04-17,Organic Search,31.0
4317,2024-01-08,TikTok Ads,18.0
4318,2024-04-19,Facebook Ads,51.0
4319,2024-02-27,referral,13.0
4320,2024-04-09,,34.0
4321,2024-03-25,insta_Ads,42.0
4322,2024-03-22,TikTok Ads,31.0
4323,,ORGANIC_SEARCH,36.0
4324,2024-01-10,google-Search,2.0
4325,2024-03-31,TicTok Ads,35.0
4326,2024-02-20,EMAIL,29.0
4327,2024-03-18,Google Display,18.0
4328,2023-12-16,Email,10.0
4329,2024-03-24,Google  Search,40.0
4330,2023-12-09,Referral,34.0
4331,2023-12-29,referal,19.0
4332,2024-01-29,organic search,33.0
4333,2024-03-24,Googel Display,11.0
4334,2024-02-18,Facebook Ads,20.0
4335,2023-12-21,Google Search,22.0
4336,2024-03-30,Google Display,45.0
4337,2024-01-12,TikTok Ads,31.0
4338,20/04/2024,Instgram Ads,36.0
4339,25/03/2024,Google Display,50.0
4340,2024-04-14,Organic Search,18.0
4341,2023-12-10,Direct,13.0
4342,2024-02-12,TikTok Ads,9.0
4343,2024-04-14,Instagram Ads,5.0
4344,2024-02-12,Direct,18.0
4345,2023-12-27,Googel Search,13.0
4346,2024-03-24,tiktok ads,43.0
4347,2024-02-16,Email,26.0
4348,2024-01-08,Direct,29.0
4349,2023-12-25,Google Display,47.0
4350,2023-12-16,Google Display,32.0
4351,2024-03-20,Email,23.0
4352,2024-04-11,Facebook Ads,3.0
4353,2024-04-08,Referral,12.0
4354,2024-04-14,Email,50.0
4355,2024-03-31,Referral,8.0
4356,2023-12-04,eMail,31.0
4357,2024-01-14,tiktok ads,46.0
4358,2024-02-02,Email,31.0
4359,2024-02-23,Facebook Ads,4.0
4360,2023-12-02,Referral,23.0
4361,2024-02-26,Direct,12.0
4362,2024-04-07,TikTok Ads,42.0
4363,2024-01-08,Facebook Ads,28.0
4364,2024-01-13,Instagram Ads,27.0
4365,2024-01-11,FB Ads,41.0
4366,26/02/2024,Email,22.0
4367,2024-03-24,Direct ,37.0
4368,2024-04-29,organic search,42.0
4369,2024-02-05,Referral,49.0
4370,invalid,Organic Search,14.0
4371,2024-02-26,Email,37.0
4372,2024-03-25,TikTok Ads,33.0
4373,2024-02-19,Google Search,27.0
4374,2023-12-30,eMail,30.0
4375,2023-12-13,Google Display,47.0
4376,2024-03-06,facebook ads,7.0
4377,2023-12-28,Referral,50.0
4378,2023-12-03,Direct,15.0
4379,26/01/2024,Facebook Ads,38.0
4380,2023-12-08,TikTok Ads,41.0
4381,2023-12-01,Google Display,3.0
4382,,Google Display,40.0
4383,2024-04-07,Referral,27.0
4384,2024-02-19,Google Display,30.0
4385,2024-04-02,Instagram Ads,16.0
4386,2023-12-29,Instagram Ads,29.0
4387,2024-01-11,Email,15.0
4388,2023-12-05,Email,14.0
4389,2024-03-17,EMAIL,51.0
4390,2024-01-09,Organic Search,45.0
4391,2024-03-31,Referral,4.0
4392,2024-02-13,Organic Search,38.0
4393,2024-04-25,Instagram Ads,15.0
4394,2024-01-28,Instagram Ads,51.0
4395,2023-12-01,Organic Search,15.0
4396,2024-04-17,Facebook Ads,23.0
4397,2023-12-12,,17.0
4398,2024-02-23,Organic Search,6.0
4399,2024-04-05,Instagram Ads,16.0
4400,2024-03-16,Referral,13.0
4401,2024-01-07,Google Search,23.0
4402,2024-02-25,Facebook Ads,22.0
4403,2024-02-22,Email,2.0
4404,2024-02-10,Email,40.0
4405,2024-04-21,,42.0
4406,2023-12-03,Google Display,44.0
4407,2024-02-26,TikTok Ads,30.0
4408,2024-02-29,,38.0
4409,2024-04-28,Google Search,32.0
4410,2024-02-09,Organic  Search,46.0
4411,2024-04-05,Referral,5.0
4412,2024-04-07,Referral,48.0
4413,2023-12-18,Instagram Ads,0.0
4414,2024-04-06,Google Display,13.0
4415,2024-03-23,Google  Display,22.0
4416,2024-02-16,Google Display,27.0
4417,2024-03-23,Email,6.0
4418,2024-02-13,instagram ads,31.0
4419,2023-12-03,Google  Search,20.0
4420,invalid,Facebook Ads,3.0
4421,2023-12-07,Google Display,34.0
4422,2023-12-01,GOOGLE DISPLAY,4.0
4423,2024-03-10,TikTok Ads,6.0
4424,2023-12-31,TikTok Ads,46.0
4425,2024-04-03,Google Search,2.0
4426,2023-12-12,Google Search,7.0
4427,2023-12-13,Organic Search,6.0
4428,2024-04-13,Google Display,48.0
4429,2024-03-30,Google Search,41.0
4430,2024-02-03,Facebook Ads,10.0
4431,2023-12-24,Google Search,27.0
4432,2024-03-12,TikTok Ads,43.0
4433,2023-12-17,Facebook Ads,36.0
4434,03/01/2024,tik_tok_ads,46.0
4435,2024-02-10,TikTok Ads,19.0
4436,2024-03-11,Referral,23.0
4437,2024-04-28,,49.0
4438,2024-01-01,TikTok Ads,3.0
4439,2024-02-23,Referral,8.0
4440,2024-03-16,Organic Search,24.0
4441,,referal,50.0
4442,01/04/2024,Instagram Ads,23.0
4443,04/03/2024,Instagram Ads,33.0
4444,07/04/2024,Email,2.0
4445,invalid,Google Search,39.0
4446,2024-01-17,Facebook Ads,34.0
4447,2023-12-24,Email,52.0
4448,2024-03-10,Referral,27.0
4449,2024-04-18,Facebook Ads,36.0
4450,2024-01-06,Direct,46.0
4451,2024-01-29,,16.0
4452,2024-03-18,ORGANIC_SEARCH,49.0
4453,,Referral,54.0
4454,2024-04-20,Facebook Ads,10.0
4455,2023-12-05,Google Display,32.0
4456,2024-01-16,Organic  Search,47.0
4457,2024-04-13,Google Display,54.0
4458,2023-12-03,Direct,9.0
4459,2024-02-18,Organic Search,52.0
4460,2024-02-14,Google Display,48.0
4461,2024-02-10,Google Search,12.0
4462,2024-04-07,,14.0
4463,2024-04-09,TikTok Ads,49.0
4464,2024-02-05,TikTok Ads,27.0
4465,2024-01-06,Google Search,22.0
4466,2023-12-07,Google  Display,3.0
4467,25/02/2024,Instagram Ads,24.0
4468,2024-03-17,Email,26.0
4469,2023-12-09,Google Search,40.0
4470,2023-12-30,Facebook Ads,11.0
4471,2023-12-07,organic search,48.0
4472,2024-02-11,Facebook Ads,30.0
4473,2024-01-29,Email,47.0
4474,invalid,Email,18.0
4475,06/02/2024,Instagram Ads,4.0
4476,18/03/2024,Google Search,47.0
4477,2023-12-08,TikTok Ads,34.0
4478,2024-04-12,Referral,19.0
4479,,Facebook Ads,9.0
4480,2024-01-02,Google  Display,
4481,31/03/2024,Facebok Ads,44.0
4482,2024-01-18,Instagram Ads,28.0
4483,2024-02-13,Google Search,21.0
4484,2024-03-26,Organic Search,12.0
4485,2024-01-05,Facebook Ads,30.0
4486,2024-03-31,TikTok Ads,23.0
4487,2024-01-19,Email,16.0
4488,2024-04-17,Direct,4.0
4489,2024-02-02,Facebok Ads,26.0
4490,2023-12-20,Facebook Ads,9.0
4491,,Facebook Ads,30.0
4492,2024-02-25,organic search,29.0
4493,2024-02-24,TikTok Ads,47.0
4494,2024-03-13,Referral,46.0
4495,2024-04-20,Google Search,6.0
4496,2024-02-11,Google Display,23.0
4497,2024-01-26,,13.0
4498,2023-12-14,Organic  Search,50.0
4499,2023-12-27,Email,23.0
4500,2024-01-31,Google Display,36.0
4501,,TikTok Ads,31.0
4502,2024-04-26,Facebook Ads,16.0
4503,2024-02-02,Google Search,22.0
4504,2023-12-12,Facebook Ads,34.0
4505,invalid,Google Display,1.0
4506,2023-12-12,Facebook Ads,10.0
4507,2024-03-14,Email,2.0
4508,invalid,Google Display,32.0
4509,2023-12-08,Email,24.0
4510,2023-12-31,Direct,20.0
4511,2023-12-31,Direct,14.0
4512,2024-02-10,Google Display,52.0
4513,2024-03-10,Direct,34.0
4514,2024-01-10,Google Display,33.0
4515,2024-04-08,Email,6.0
4516,2023-12-10,TikTok Ads,24.0
4517,2024-01-08,Instagram Ads,41.0
4518,2024-03-07,,25.0
4519,2024-03-31,Instgram Ads,25.0
4520,2024-03-26,referral,32.0
4521,2024-02-21,Google  Display,25.0
4522,2024-04-21,Facebook Ads,13.0
4523,2024-04-23,Instagram Ads,52.0
4524,2023-12-30,Email,1.0
4525,2024-03-23,Facebook Ads,36.0
4526,invalid,Direct,48.0
4527,2024-02-01,EMAIL,32.0
4528,2024-02-02,GOOGLE SEARCH,21.0
4529,2024-01-16,Google Search,13.0
4530,,TikTok Ads,2.0
4531,2024-01-07,Instgram Ads,37.0
4532,2024-01-26,Instagram Ads,10.0
4533,,Google Display,50.0
4534,2024-01-10,ORGANIC_SEARCH,9.0
4535,2024-03-21,Instagram Ads,27.0
4536,2024-04-04,TikTok Ads,5.0
4537,2024-03-27,,29.0
4538,2023-12-01,Organic Search,30.0
4539,04/12/2023,Email,35.0
4540,2024-01-03,Facebook Ads,14.0
4541,2024-04-04,Instagram Ads,7.0
4542,2024-03-18,Organic Search,37.0
4543,2024-03-23,Referral,1.0
4544,2023-12-10,Google Search,5.0
4545,2024-03-05,insta_Ads,46.0
4546,2024-04-07,Referral,46.0
4547,2024-01-24,Facebook Ads,17.0
4548,29/01/2024,,2.0
4549,2024-03-13,Google Display,5.0
4550,2024-02-10,Email,51.0
4551,2024-01-17,Google Search,24.0
4552,2024-01-09,referral,21.0
4553,2024-04-25,Email,11.0
4554,2023-12-24,insta_Ads,3.0
4555,2024-04-04,Direct,29.0
4556,2023-12-15,Facebook Ads,9.0
4557,2024-02-19,Referral,21.0
4558,2024-04-08,Google Display,47.0
4559,2024-01-09,Direct,
4560,2024-02-09,Email,6.0
4561,2023-12-05,Google Display,37.0
4562,2024-04-17,TikTok Ads,37.0
4563,2024-03-04,Google Search,10.0
4564,2024-02-15,FB Ads,14.0
4565,2024-02-05,Instagram Ads,24.0
4566,2024-03-29,Organic Search,10.0
4567,2024-01-07,Googel Display,3.0
4568,invalid,Google Search,21.0
4569,2024-01-20,Email,9.0
4570,2024-01-11,Facebook Ads,33.0
4571,2024-02-06,Google Search,38.0
4572,2024-04-08,Google Display,7.0
4573,2024-01-22,Google Search,53.0
4574,2024-03-03,Email,48.0
4575,2024-01-12,TikTok Ads,24.0
4576,2024-04-03,Organic Search,45.0
4577,2024-04-06,Email,40.0
4578,2024-03-01,Google Display,2.0
4579,2024-01-21,Email,11.0
4580,2024-04-22,tiktok ads,7.0
4581,2024-03-08,Organic Search,32.0
4582,invalid,Google Search,11.0
4583,2024-02-06,Organic Search,11.0
4584,2024-01-15,referal,40.0
4585,2024-02-05,Instgram Ads,7.0
4586,2024-01-29,Organic Search,3.0
4587,2024-02-06,Direct,
4588,28/03/2024,tiktok ads,10.0
4589,2024-04-24,Referral,3.0
4590,2024-03-03,Organic  Search,5.0
4591,2024-02-20,TikTok Ads,32.0
4592,27/02/2024,Organic Search,22.0
4593,2024-03-10,Google Search,29.0
4594,2024-02-27,Google Display,15.0
4595,2024-01-02,Organic Search,17.0
4596,2024-04-14,Instagram Ads,42.0
4597,2023-12-21,,48.0
4598,2023-12-03,Direct,39.0
4599,2024-02-26,Direct,43.0
4600,2024-03-19,Google Display,29.0
4601,2024-02-01,Direct,40.0
4602,2023-12-09,Instagram Ads,14.0
4603,2024-02-03,Google Search,16.0
4604,2023-12-18,Referral,38.0
4605,2024-04-07,Organic Search,30.0
4606,2024-03-24,Organic Search,12.0
4607,2024-04-09,Organic Search,23.0
4608,2024-02-08,Facebook Ads,48.0
4609,2024-03-27,Google Display,28.0
4610,,Referral,31.0
4611,2024-02-08,Direct,29.0
4612,2024-03-30,Google  Display,39.0
4613,2024-04-01,Organic Search,41.0
4614,2024-03-07,FB Ads,37.0
4615,2024-02-18,Referral,28.0
4616,2024-02-02,facebook ads,40.0
4617,2024-01-28,Google Search,3.0
4618,2024-01-14,Referral,40.0
4619,2024-01-27,Email,43.0
4620,2024-02-19,Direct ,38.0
4621,2024-02-05,Referral,16.0
4622,2023-12-28,Facebook Ads,26.0
4623,28/03/2024,EMAIL,2.0
4624,2023-12-24,Facebook Ads,11.0
4625,2024-02-27,Facebook Ads,36.0
4626,2024-02-14,tik_tok_ads,12.0
4627,2024-02-04,,15.0
4628,21/04/2024,Direct,44.0
4629,invalid,TikTok Ads,19.0
4630,2024-02-11,organic search,19.0
4631,2024-02-15,Email,23.0
4632,2024-02-05,referral,11.0
4633,2024-01-22,,13.0
4634,2024-04-21,,31.0
4635,2024-02-14,Instagram Ads,41.0
4636,2023-12-04,tiktok ads,21.0
4637,10/01/2024,Google Search,15.0
4638,2024-04-11,Google  Display,17.0
4639,2024-02-21,Email,37.0
4640,2023-12-30,Referral,26.0
4641,2024-01-02,Instagram Ads,1.0
4642,2024-04-27,Email,3.0
4643,2024-01-21,direct,24.0
4644,2024-03-21,Direct,25.0
4645,2024-03-10,ORGANIC_SEARCH,34.0
4646,14/03/2024,referral,36.0
4647,2024-03-06,TikTok Ads,28.0
4648,2024-01-12,Facebook Ads,30.0
4649,2023-12-21,referal,5.0
4650,2024-04-26,Direct,18.0
4651,02/02/2024,Organic Search,45.0
4652,2024-01-17,Google Search,12.0
4653,2023-12-15,Email,38.0
4654,2024-03-01,Direct,38.0
4655,2024-04-26,TikTok Ads,27.0
4656,invalid,Email,44.0
4657,invalid,TikTok Ads,51.0
4658,2024-02-20,Organic Search,18.0
4659,2023-12-23,Google Search,43.0
4660,2024-01-13,Email,14.0
4661,2024-03-27,Referral,41.0
4662,2024-03-18,Email,20.0
4663,2024-02-13,TikTok Ads,16.0
4664,2024-01-26,Email,30.0
4665,2024-03-21,eMail,8.0
4666,2024-02-21,TikTok Ads,50.0
4667,2023-12-29,Google Display,13.0
4668,2024-01-29,,42.0
4669,2024-04-09,Email,12.0
4670,2024-02-01,TikTok Ads,45.0
4671,2024-04-28,Organic Search,10.0
4672,2024-04-06,fb_ads,8.0
4673,2023-12-29,Referral,15.0
4674,2024-02-20,Instagram Ads,41.0
4675,2024-01-23,fb_ads,11.0
4676,2024-01-25,Instagram Ads,42.0
4677,2024-01-27,Google Display,43.0
4678,2024-03-13,Facebook Ads,30.0
4679,25/04/2024,TikTok Ads,3.0
4680,2023-12-07,Google Search,4.0
4681,2024-04-10,TikTok Ads,31.0
4682,2023-12-26,Facebok Ads,52.0
4683,2024-02-26,Google Search,17.0
4684,2024-03-19,Referral,47.0
4685,2023-12-29,fb_ads,46.0
4686,2024-02-28,email,48.0
4687,2024-03-07,Organic Search,22.0
4688,2024-02-21,Referral,10.0
4689,2024-02-01,Instagram Ads,39.0
4690,2024-03-26,Facebook Ads,4.0
4691,2024-04-28,Google Search,20.0
4692,2024-02-18,Facebook Ads,48.0
4693,2023-12-14,Organic  Search,21.0
4694,20/03/2024,Instagram Ads,11.0
4695,2024-02-13,Referral,8.0
4696,2023-12-09,Email,10.0
4697,2023-12-29,Referral,23.0
4698,2023-12-02,DIRECT,1.0
4699,2024-01-09,Organic  Search,47.0
4700,05/12/2023,Email,31.0
4701,2024-03-16,Google Search,9.0
4702,2023-12-12,Google Display,32.0
4703,2023-12-31,Google Display,4.0
4704,2024-04-28,Facebook Ads,26.0
4705,2024-01-10,,34.0
4706,2024-01-20,FB Ads,8.0
4707,2024-04-17,Direct,43.0
4708,2023-12-07,,33.0
4709,2023-12-19,TikTok Ads,1.0
4710,2024-01-21,eMail,39.0
4711,,FB Ads,13.0
4712,2024-01-03,Referral,27.0
4713,2024-04-26,direct,4.0
4714,2023-12-23,Email,35.0
4715,2024-04-25,Facebook Ads,13.0
4716,2024-01-28,Email,18.0
4717,2023-12-05,Direct,17.0
4718,invalid,Organic Search,16.0
4719,2024-03-01,Referral,6.0
4720,2024-03-21,TikTok Ads,13.0
4721,2023-12-30,Facebook Ads,8.0
4722,2023-12-18,Facebook Ads,10.0
4723,,Instagram Ads,38.0
4724,2024-02-17,Facebook Ads,45.0
4725,2024-02-13,Organic Search,4.0
4726,2024-02-24,Instgram Ads,14.0
4727,2024-01-12,Organic Search,39.0
4728,2024-03-14,Direct,2.0
4729,18/02/2024,Instagram Ads,22.0
4730,2023-12-09,Google Search,999.0
4731,2024-02-02,Google Search,49.0
4732,2024-02-24,Referral,22.0
4733,12/03/2024,TikTok Ads,4.0
4734,2024-02-17,TikTok Ads,21.0
4735,2024-02-05,Google Search,28.0
4736,2024-03-10,Instagram Ads,16.0
4737,2024-03-23,Direct,50.0
4738,2023-12-02,Email,21.0
4739,24/03/2024,Organic Search,36.0
4740,2023-12-31,GOOGLE SEARCH,9.0
4741,05/03/2024,Facebook Ads,31.0
4742,05/02/2024,Google Display,0.0
4743,2024-02-20,Organic Search,37.0
4744,2024-02-03,Referral,20.0
4745,invalid,Referral,999.0
4746,2024-04-20,TikTok Ads,29.0
4747,2024-03-21,Google Display,27.0
4748,2023-12-19,Instagram Ads,36.0
4749,25/12/2023,Referral,27.0
4750,2024-03-17,Google Search,7.0
4751,2023-12-22,TikTok Ads,51.0
4752,2023-12-03,Facebook Ads,47.0
4753,2023-12-04,email,47.0
4754,2024-03-09,Email,28.0
4755,2024-01-01,Referral,28.0
4756,2024-02-07,Facebook Ads,46.0
4757,2024-02-01,TikTok Ads,49.0
4758,2024-04-27,Facebook Ads,13.0
4759,2023-12-11,Google  Search,30.0
4760,05/04/2024,eMail,45.0
4761,2024-03-13,Referral,47.0
4762,2024-03-27,TikTok Ads,10.0
4763,2024-04-08,,5.0
4764,2024-03-09,Google Display,24.0
4765,2023-12-10,Referral,53.0
4766,2024-04-14,Google Display,36.0
4767,2024-04-12,Organic Search,39.0
4768,2023-12-19,,14.0
4769,2024-03-17,Organic Search,17.0
4770,2024-03-13,Facebook Ads,28.0
4771,2024-01-03,Google Display,25.0
4772,2023-12-12,Referral,50.0
4773,2024-03-27,Referral,32.0
4774,2024-04-06,Google Display,23.0
4775,21/01/2024,Google Display,23.0
4776,2024-01-11,Google Search,15.0
4777,01/02/2024,Organic Search,35.0
4778,2023-12-19,Facebook Ads,2.0
4779,2024-03-17,Organic Search,47.0
4780,2024-04-07,Direct,50.0
4781,2024-03-13,eMail,50.0
4782,2023-12-14,,46.0
4783,2024-04-29,google-Search,1.0
4784,2024-03-30,Facebook Ads,21.0
4785,30/01/2024,TicTok Ads,1.0
4786,2024-03-28,TikTok Ads,17.0
4787,,Google Search,26.0
4788,invalid,Email,31.0
4789,2024-03-10,Instagram Ads,25.0
4790,2024-03-01,Direct,35.0
4791,2024-02-01,Instagram Ads,33.0
4792,2024-01-19,DIRECT,41.0
4793,2024-01-11,EMAIL,7.0
4794,2024-01-21,Facebook Ads,39.0
4795,2023-12-29,Direct,7.0
4796,2024-02-24,,49.0
4797,2024-02-27,Email,6.0
4798,2023-12-30,Facebook Ads,6.0
4799,2024-02-05,,6.0
4800,2024-01-09,Google Display,11.0
4801,2024-01-10,Direct,2.0
4802,2024-03-29,REFERRAL,39.0
4803,,referral,37.0
4804,2023-12-08,Referral,12.0
4805,2024-03-12,FB Ads,43.0
4806,2024-01-11,Organic Search,46.0
4807,2024-04-26,Email,43.0
4808,2023-12-16,Google Search,46.0
4809,2024-04-17,Direct ,11.0
4810,2024-02-24,Facebook Ads,27.0
4811,2024-01-20,Google Search,3.0
4812,17/03/2024,Direct ,47.0
4813,2024-03-12,Google Display,15.0
4814,2024-04-22,Instagram Ads,43.0
4815,,Google Search,51.0
4816,2024-01-22,Referral,16.0
4817,28/01/2024,Google Display,44.0
4818,2024-04-21,Referral,37.0
4819,2023-12-30,TikTok Ads,51.0
4820,,Email,39.0
4821,04/01/2024,Organic Search,47.0
4822,2023-12-16,Google Display,17.0
4823,2024-01-11,Organic Search,51.0
4824,2024-02-29,,8.0
4825,2024-04-09,Google  Search,4.0
4826,2024-03-01,TikTok Ads,43.0
4827,2024-04-21,referal,50.0
4828,2024-02-22,Organic Search,37.0
4829,,Organic Search,41.0
4830,invalid,EMAIL,6.0
4831,2024-02-06,TikTok Ads,9.0
4832,2024-02-04,Referral,2.0
4833,2024-01-04,Referral,6.0
4834,2023-12-07,Organic Search,3.0
4835,2023-12-21,TikTok Ads,26.0
4836,2024-03-30,Direct,46.0
4837,,Email,8.0
4838,2024-04-26,Direct,35.0
4839,2024-04-27,Google Search,54.0
4840,2024-04-29,Organic Search,46.0
4841,2024-03-01,Facebook Ads,25.0
4842,2023-12-08,Google Search,10.0
4843,2024-03-29,Organic Search,10.0
4844,2023-12-08,TikTok Ads,14.0
4845,2024-04-26,Direct,16.0
4846,2023-12-10,facebook ads,6.0
4847,2024-02-03,google display,29.0
4848,2024-02-19,Organic Search,44.0
4849,2024-04-10,Referral,6.0
4850,05/03/2024,Instagram Ads,14.0
4851,2023-12-03,Referral,41.0
4852,2024-02-17,Google Search,12.0
4853,,Direct,1.0
4854,2024-02-27,google-Search,25.0
4855,2024-01-01,Facebook Ads,42.0
4856,2024-03-31,referral,38.0
4857,30/01/2024,Organic Search,42.0
4858,2023-12-28,Instagram Ads,25.0
4859,invalid,Google Display,8.0
4860,09/01/2024,Google Display,34.0
4861,2024-03-18,Facebook Ads,18.0
4862,2023-12-21,Google Search,28.0
4863,2023-12-11,insta_Ads,4.0
4864,2024-04-24,Instagram Ads,12.0
4865,2024-02-24,TikTok Ads,31.0
4866,2024-01-05,Direct,22.0
4867,2024-01-29,Instagram Ads,47.0
4868,2023-12-28,referal,29.0
4869,2024-04-19,Google Display,53.0
4870,2024-01-27,Facebook Ads,21.0
4871,2024-03-29,Google Display,43.0
4872,2024-03-05,Referral,27.0
4873,2023-12-27,Instagram Ads,32.0
4874,2023-12-20,Direct,26.0
4875,21/03/2024,Email,20.0
4876,,Referral,3.0
4877,13/12/2023,TikTok Ads,39.0
4878,2023-12-30,Google Display,31.0
4879,2024-02-21,Direct,10.0
4880,29/02/2024,Googel Display,7.0
4881,2024-02-02,google display,10.0
4882,2024-01-15,Google Search,3.0
4883,,Email,8.0
4884,2024-04-29,Referral,43.0
4885,2024-04-05,Instagram Ads,4.0
4886,2024-02-13,TikTok Ads,8.0
4887,2023-12-01,Email,21.0
4888,2024-02-09,Referral,47.0
4889,2024-01-05,Organic Search,48.0
4890,2024-02-12,,34.0
4891,24/02/2024,Referral,32.0
4892,2024-01-06,Facebook Ads,47.0
4893,2024-01-24,Facebook Ads,23.0
4894,2024-03-06,referal,
4895,2023-12-29,Google Display,20.0
4896,2024-01-07,Organic Search,47.0
4897,2024-02-09,Instagram Ads,17.0
