===============================================================================
Revenue Performance Analysis (Month-over-Month) – Ergebnisse
===============================================================================

Queries: 
    1) Revenue Performance monthly
    2.1) Mid of Funnel (MOFU) Monthly Revenue Performance and MOM-Analysis by Channels
    2.2) Top of Funnel (TOFU) Monthly Revenue Performance and MOM-Analysis by Channels
    2.3) Bottom of Funnel (BOFU) Monthly Revenue Performance and MOM-Analysis by Channels
    2.4) Top Ten MOM Channels by TOFU/MOFU/BOFU 
    3.1) Mid of Funnel (MOFU) Monthly Revenue Performance and MOM-Analysis by Campaigns
    3.2) Top of Funnel (TOFU) Monthly Revenue Performance and MOM-Analysis by Campaigns
    3.3) Bottom of Funnel (BOFU) Monthly Revenue Performance and MOM-Analysis by Campaigns
    3.4) Top Ten MOM Campaigns by TOFU/MOFU/BOFU 
    4.1) Mid of Funnel (MOFU) Monthly Revenue Performance and MOM-Analysis by Interaction Type
    4.2) Top Ten MOM Interaction Types by MUFO

========================================
1) Revenue Performance Monthly
========================================

performance_month  current_revenue  avg_current_revenue  diff_avg    avg_change  pm_current_revenue  diff_pm_current_revenue  pm_change   mom_percentage
-----------------  ---------------  -------------------  ----------  ----------  ------------------  -----------------------  ----------  --------------
2024-01-01         104089.57        100251.995000        3837.58     Above Avg   NULL                NULL                     No Change   NULL          
2024-02-01         107848.19        100251.995000        7596.20     Above Avg   104089.57           3758.62                  Increase    3.610000      
2024-03-01         101783.61        100251.995000        1531.62     Above Avg   107848.19           -6064.58                 Decrease    -5.620000     
2024-04-01         87286.61         100251.995000        -12965.39   Below Avg   101783.61           -14497.00                Decrease    -14.240000    
((4 rows affected))


========================================
2.1) MOFU – Monthly Revenue Performance and MOM-Analysis by Channels (Multi-Touch Revenue Shares)
========================================

performance_month  channel         current_revenue  avg_revenue   diff_avg    avg_change  pm_revenue  diff_pm     pm_change   mom_percentage
2024-03-01         Click             35653.07         31169.412500  4483.66     Above Avg   33870.49    1782.58     Increase    5.260000      
2024-04-01         Click             32497.22         31169.412500  1327.81     Above Avg   35653.07    -3155.85    Decrease    -8.850000     
2024-01-01         Impression        22614.70         31344.177500  -8729.48    Below Avg   NULL        NULL        No Change   NULL          
2024-02-01         Impression        36492.81         31344.177500  5148.63     Above Avg   22614.70    13878.11    Increase    61.370000     
2024-03-01         Impression        35362.19         31344.177500  4018.01     Above Avg   36492.81    -1130.62    Decrease    -3.100000     
2024-04-01         Impression        30907.01         31344.177500  -437.17     Below Avg   35362.19    -4455.18    Decrease    -12.600000    
2024-01-01         View              23559.92         33106.032500  -9546.11    Below Avg   NULL        NULL        No Change   NULL          
2024-02-01         View              39948.03         33106.032500  6842.00     Above Avg   23559.92    16388.11    Increase    69.560000     
2024-03-01         View              37965.95         33106.032500  4859.92     Above Avg   39948.03    -1982.08    Decrease    -4.960000     
2024-04-01         View              30950.23         33106.032500  -2155.80    Below Avg   37965.95    -7015.72    Decrease    -18.480000    
((12 rows affected))


========================================
4.2a) Top 5 MoM Interaction Types – by Absolute Growth (diff_pm DESC)
========================================

performance_month  interaction_type  current_revenue  avg_revenue   diff_avg    avg_change  pm_revenue  diff_pm     pm_change   mom_percentage
-----------------  ----------------  ---------------  ------------  ----------  ----------  ----------  ----------  ----------  --------------
2024-02-01         View              39948.03         33106.032500  6842.00     Above Avg   23559.92    16388.11    Increase    69.560000     
2024-02-01         Impression        36492.81         31344.177500  5148.63     Above Avg   22614.70    13878.11    Increase    61.370000     
2024-02-01         Click             33870.49         31169.412500  2701.08     Above Avg   22656.87    11213.62    Increase    49.490000     
2024-03-01         Click             35653.07         31169.412500  4483.66     Above Avg   33870.49    1782.58     Increase    5.260000      
2024-03-01         Impression        35362.19         31344.177500  4018.01     Above Avg   36492.81    -1130.62    Decrease    -3.100000     
((5 rows affected))


========================================
4.2b) Top 5 MoM Interaction Types – by Percentage Growth (mom_percentage DESC)
========================================

performance_month  interaction_type  current_revenue  avg_revenue   diff_avg    avg_change  pm_revenue  diff_pm     pm_change   mom_percentage
-----------------  ----------------  ---------------  ------------  ----------  ----------  ----------  ----------  ----------  --------------
2024-02-01         View              39948.03         33106.032500  6842.00     Above Avg   23559.92    16388.11    Increase    69.560000     
2024-02-01         Impression        36492.81         31344.177500  5148.63     Above Avg   22614.70    13878.11    Increase    61.370000     
2024-02-01         Click             33870.49         31169.412500  2701.08     Above Avg   22656.87    11213.62    Increase    49.490000     
2024-03-01         Click             35653.07         31169.412500  4483.66     Above Avg   33870.49    1782.58     Increase    5.260000      
2024-03-01         Impression        35362.19         31344.177500  4018.01     Above Avg   36492.81    -1130.62    Decrease    -3.100000     
((5 rows affected))
